CNTYVTD,18R_Governor_D_tot,ValdezD_18R_Governor_pct,WhiteD_18R_Governor_pct,TOTPOP,HISP,NH_WHITE,NH_BLACK,NH_AMIN,NH_ASIAN,NH_NHPI,NH_OTHER*,VAP,HVAP,WVAP,BVAP,AMINVAP,ASIANVAP,NHPIVAP,OTHERVAP*,HVAP_pct,BVAP_pct,WVAP_pct
1134647,83,0.6265060240963856,0.3734939759036144,6266,1665,2269.0,559.0,3.0,1683.0,1.0,86.0,4871.0,1214.0,1854.0,451.0,2.0,1305.0,1.0,44.0,0.24923013754875795,0.09258879080270993,0.3806199958940669
1134648,39,0.7692307692307693,0.2307692307692308,5708,2734,1016.0,1110.0,19.0,785.0,5.0,39.0,4445.0,2001.0,892.0,862.0,18.0,648.0,5.0,19.0,0.4501687289088864,0.19392575928009,0.2006749156355456
1134649,0,0.0,0.0,609,517,78.0,4.0,7.0,3.0,0.0,0.0,467.0,390.0,68.0,1.0,5.0,3.0,0.0,0.0,0.8351177730192719,0.002141327623126339,0.145610278372591
1134651,1,1.0,0.0,393,316,67.0,0.0,3.0,7.0,0.0,0.0,313.0,240.0,63.0,0.0,3.0,7.0,0.0,0.0,0.7667731629392971,0.0,0.2012779552715655
1134652,14,0.7857142857142857,0.21428571428571427,3063,2216,663.0,73.0,11.0,76.0,0.0,24.0,2359.0,1644.0,572.0,61.0,10.0,60.0,0.0,12.0,0.6969054684188215,0.025858414582450192,0.2424756252649428
1134653,1,1.0,0.0,471,354,92.0,24.0,1.0,0.0,0.0,0.0,335.0,239.0,74.0,21.0,1.0,0.0,0.0,0.0,0.7134328358208956,0.0626865671641791,0.2208955223880597
1134654,22,0.7272727272727273,0.2727272727272727,4114,2902,1091.0,82.0,1.0,24.0,1.0,13.0,3251.0,2206.0,954.0,64.0,1.0,24.0,1.0,1.0,0.6785604429406337,0.019686250384497082,0.2934481697939096
1134655,0,0.0,0.0,100,14,85.0,0.0,0.0,1.0,0.0,0.0,95.0,14.0,80.0,0.0,0.0,1.0,0.0,0.0,0.14736842105263154,0.0,0.8421052631578947
1134656,4,1.0,0.0,390,217,141.0,5.0,0.0,24.0,0.0,3.0,295.0,136.0,130.0,5.0,0.0,21.0,0.0,3.0,0.4610169491525424,0.01694915254237288,0.4406779661016949
1134657,2,1.0,0.0,258,150,73.0,17.0,1.0,16.0,1.0,0.0,207.0,102.0,73.0,17.0,1.0,13.0,1.0,0.0,0.4927536231884058,0.0821256038647343,0.3526570048309179
1134658,2,1.0,0.0,280,166,92.0,11.0,5.0,6.0,0.0,0.0,226.0,120.0,87.0,9.0,4.0,6.0,0.0,0.0,0.5309734513274337,0.03982300884955752,0.38495575221238937
1134659,4,0.75,0.25,769,542,196.0,19.0,3.0,9.0,0.0,0.0,599.0,417.0,157.0,15.0,3.0,7.0,0.0,0.0,0.6961602671118531,0.025041736227045083,0.2621035058430718
1134660,0,0.0,0.0,84,49,35.0,0.0,0.0,0.0,0.0,0.0,79.0,44.0,35.0,0.0,0.0,0.0,0.0,0.0,0.5569620253164557,0.0,0.4430379746835443
1134661,19,0.6842105263157895,0.3157894736842105,4074,3050,869.0,88.0,5.0,57.0,0.0,5.0,3175.0,2291.0,765.0,67.0,3.0,46.0,0.0,3.0,0.7215748031496063,0.02110236220472441,0.2409448818897638
1134662,8,0.75,0.25,703,451,224.0,9.0,0.0,19.0,0.0,0.0,567.0,349.0,194.0,8.0,0.0,16.0,0.0,0.0,0.6155202821869489,0.014109347442680775,0.3421516754850088
1134664,22,0.5909090909090909,0.4090909090909091,1131,387,281.0,130.0,5.0,303.0,0.0,25.0,924.0,297.0,252.0,91.0,4.0,262.0,0.0,18.0,0.32142857142857145,0.09848484848484848,0.2727272727272727
